gnss_lat,gnss_lon,GPS ALTITUDE (m),true_velocity_kmh,GPS ACCURACY (m),GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE,timestamp,DATE (YYYY-MO-DD HH-MI-SS_SSS),acc_x,acc_y,acc_z,grav_x,grav_y,grav_z,gyro_z,gyro_x,gyro_y,MAGNETIC FIELD X (Î¼T),MAGNETIC FIELD Y (Î¼T),MAGNETIC FIELD Z (Î¼T),ORIENTATION (Yaw) (Â°),ORIENTATION (Pitch) (Â°),ORIENTATION (Roll ) (Â°),true_velocity,gnss_status,true_lat,true_lon
52.402448,-1.5012455,144.08,,3.0,281.58,18 / 21,123427,2019-09-07 09:15:28:706,-2.0703,-3.9109,9.813,0.014,0.0064,9.8065,-0.0282,-0.6392,0.0139,-31.56,-31.56,11.0,324.69,-85.98,-142.01,6.517,1.0,52.402448,-1.5012455
52.402448666666665,-1.5012465833333335,144.08,,3.0,281.58,18 / 21,123527,2019-09-07 09:15:28:806,-2.895,-3.5499,9.63,0.0126,0.001,9.8066,-0.0771,-0.6533,0.031,-30.69,-32.0,12.69,327.41,-86.03,-143.24,6.513833333333333,1.0,52.402448666666665,-1.5012465833333335
52.40244933333334,-1.5012476666666668,144.08,,3.0,281.58,18 / 21,123627,2019-09-07 09:15:28:906,-2.613,-2.8621,10.181,-0.0037,0.0133,9.8066,0.0655,-0.7053,0.0745,-30.87,-32.44,13.81,328.63,-86.01,-143.66,6.510666666666666,1.0,52.40244933333334,-1.5012476666666668
52.40245,-1.50124875,144.08,,3.0,281.58,18 / 21,123727,2019-09-07 09:15:29:006,-1.4041,-3.2983,9.5348,-0.0064,0.0033,9.8066,0.0576,-0.5884,0.0154,-30.75,-31.81,14.88,329.34,-86.11,-144.58,6.5075,1.0,52.40245,-1.50124875
52.40245066666667,-1.5012498333333335,144.08,,3.0,281.58,18 / 21,123827,2019-09-07 09:15:29:106,-2.5769,-3.7736,10.3358,0.0062,-0.0053,9.8066,-0.0588,-0.6206,0.035,-30.56,-31.87,16.56,331.74,-86.12,-145.28,6.504333333333333,1.0,52.40245066666667,-1.5012498333333335
52.40245133333333,-1.5012509166666668,144.08,,3.0,281.58,18 / 21,123927,2019-09-07 09:15:29:206,-3.1386,-3.9267,9.7717,0.0033,-0.0056,9.8066,-0.0541,-0.6665,0.0398,-30.0,-32.0,16.94,332.11,-86.06,-145.66,6.501166666666666,1.0,52.40245133333333,-1.5012509166666668
52.402452000000004,-1.501252,144.08,,3.0,281.58,18 / 21,124028,2019-09-07 09:15:29:307,-1.8357,-3.1925,9.72,-0.0028,0.0123,9.8066,0.0437,-0.6462,0.059,-30.5,-31.5,18.63,332.45,-86.16,-148.29,6.498,1.0,52.402452000000004,-1.501252
52.40245266666667,-1.5012530833333335,144.08,,3.0,281.58,18 / 21,124127,2019-09-07 09:15:29:406,-3.6142,-3.2891,9.5086,0.0094,-0.0101,9.8065,-0.0673,-0.6248,0.0676,-29.62,-31.44,20.5,335.54,-86.02,-148.0,6.494833333333333,1.0,52.40245266666667,-1.5012530833333335
52.402453333333334,-1.5012541666666668,144.08,,3.0,281.58,18 / 21,124227,2019-09-07 09:15:29:506,-3.822,-2.6115,9.5496,-0.0105,0.0139,9.8066,-0.0516,-0.6294,0.0473,-30.06,-32.0,21.0,334.67,-86.01,-148.77,6.491666666666667,1.0,52.402453333333334,-1.5012541666666668
52.402454,-1.50125525,144.08,,3.0,281.58,18 / 21,124327,2019-09-07 09:15:29:606,-3.9191,-4.1746,9.5626,-0.0353,0.0125,9.8065,0.0179,-0.6992,0.1082,-29.31,-31.62,22.5,340.61,-86.07,-146.64,6.4885,1.0,52.402454,-1.50125525
52.40245466666667,-1.5012563333333333,144.08,,3.0,281.58,18 / 21,124427,2019-09-07 09:15:29:706,-3.5342,-2.606,10.7728,0.0034,-0.0003,9.8066,0.0239,-0.6146,-0.0087,-28.75,-31.19,22.94,340.24,-86.07,-147.03,6.485333333333333,1.0,52.40245466666667,-1.5012563333333333
52.402455333333336,-1.5012574166666668,144.08,,3.0,281.58,18 / 21,124528,2019-09-07 09:15:29:807,-0.3901,-2.1095,10.2369,0.0056,0.0155,9.8066,0.0465,-0.6547,0.0028,-27.62,-31.5,23.5,340.69,-86.15,-148.8,6.482166666666667,1.0,52.402455333333336,-1.5012574166666668
52.402456,-1.5012585,144.08,,3.0,281.58,18 / 21,124627,2019-09-07 09:15:29:906,-3.8562,-3.4896,10.678,0.0173,-0.0484,9.8065,0.0388,-0.7712,0.1429,-27.12,-31.69,25.19,341.15,-85.97,-150.47,6.479,1.0,52.402456,-1.5012585
52.402456666666666,-1.5012595833333333,144.08,,3.0,281.58,18 / 21,124728,2019-09-07 09:15:30:007,-2.737,-2.2113,9.7577,0.0216,-0.0294,9.8065,-0.0538,-0.6486,0.0448,-26.56,-31.69,25.75,343.35,-85.91,-149.53,6.475833333333333,1.0,52.402456666666666,-1.5012595833333333
52.40245733333334,-1.5012606666666668,144.08,,3.0,281.58,18 / 21,124827,2019-09-07 09:15:30:106,-3.7243,-2.5322,10.0556,-0.0134,-0.0007,9.8066,-0.0558,-0.6746,0.1126,-25.81,-31.19,26.88,346.25,-85.89,-148.99,6.472666666666667,1.0,52.40245733333334,-1.5012606666666668
52.402458,-1.50126175,144.08,,3.0,281.58,18 / 21,124928,2019-09-07 09:15:30:207,-3.8841,-2.9833,10.1373,-0.0106,0.0025,9.8066,-0.0506,-0.6434,0.0451,-25.44,-31.19,28.44,350.75,-85.85,-146.92,6.4695,1.0,52.402458,-1.50126175
52.40245866666667,-1.5012628333333333,144.08,,3.0,281.58,18 / 21,125028,2019-09-07 09:15:30:307,-3.7002,-2.9521,10.3712,0.0057,0.0141,9.8066,-0.036,-0.6508,0.0149,-23.94,-31.56,28.63,353.83,-85.79,-146.16,6.466333333333333,1.0,52.40245866666667,-1.5012628333333333
52.40245933333333,-1.5012639166666668,144.08,,3.0,281.58,18 / 21,125127,2019-09-07 09:15:30:406,-3.5348,-2.2783,9.908,-0.0039,-0.0049,9.8066,-0.056,-0.6294,0.0511,-23.12,-31.75,29.19,354.01,-85.82,-147.18,6.463166666666667,1.0,52.40245933333333,-1.5012639166666668
52.40246,-1.501265,144.08,,3.0,281.58,18 / 22,125227,2019-09-07 09:15:30:506,-2.9227,-1.9356,9.5967,0.0034,-0.0081,9.8066,-0.0195,-0.6039,0.0567,-22.25,-31.5,29.75,356.56,-85.72,-146.96,6.46,1.0,52.40246,-1.501265
52.40246066666667,-1.5012660833333333,144.08,,3.0,281.58,18 / 22,125327,2019-09-07 09:15:30:606,-4.2649,-1.6057,9.4933,0.0006,-0.0085,9.8066,-0.0573,-0.5907,0.0809,-21.19,-31.19,30.38,357.58,-85.6,-147.27,6.456833333333333,1.0,52.40246066666667,-1.5012660833333333
52.402461333333335,-1.5012671666666668,144.08,,3.0,281.58,18 / 22,125427,2019-09-07 09:15:30:706,-4.5515,-1.0255,10.2969,0.0019,0.0117,9.8066,-0.0938,-0.6811,0.072,-20.19,-31.12,31.56,1.88,-85.6,-146.24,6.453666666666667,1.0,52.402461333333335,-1.5012671666666668
52.402462,-1.50126825,144.08,,3.0,281.58,18 / 22,125528,2019-09-07 09:15:30:807,-3.6095,-1.4265,9.3641,0.0007,0.0115,9.8066,-0.0027,-0.6382,0.0254,-19.12,-31.19,31.5,1.85,-85.61,-147.57,6.4505,1.0,52.402462,-1.50126825
52.402462666666665,-1.5012693333333333,144.08,,3.0,281.58,18 / 22,125627,2019-09-07 09:15:30:906,-3.4715,-1.8427,9.7729,0.0022,-0.0066,9.8066,0.0046,-0.6358,0.0056,-17.94,-31.06,32.13,2.42,-85.5,-148.39,6.447333333333333,1.0,52.402462666666665,-1.5012693333333333
52.40246333333334,-1.5012704166666668,144.08,,3.0,281.58,18 / 22,125727,2019-09-07 09:15:31:006,-4.4335,-2.2888,9.9491,-0.0023,-0.0126,9.8065,-0.0231,-0.6625,0.0161,-17.12,-31.75,32.5,4.97,-85.43,-148.13,6.444166666666667,1.0,52.40246333333334,-1.5012704166666668
52.402464,-1.5012715,144.08,,3.0,281.58,18 / 22,125827,2019-09-07 09:15:31:106,-4.373,-1.7646,9.7981,-0.0019,-0.0061,9.8066,-0.0152,-0.6801,0.0468,-15.75,-31.69,32.88,5.4,-85.27,-149.14,6.441,1.0,52.402464,-1.5012715
52.40246466666667,-1.5012725833333334,144.08,,3.0,281.58,18 / 22,125927,2019-09-07 09:15:31:206,-4.0837,-0.8792,9.8828,-0.0078,-0.0046,9.8066,-0.0518,-0.6327,0.0683,-15.19,-31.5,33.5,8.38,-85.18,-148.42,6.437833333333333,1.0,52.40246466666667,-1.5012725833333334
52.40246533333333,-1.5012736666666668,144.08,,3.0,281.58,18 / 22,126027,2019-09-07 09:15:31:306,-4.8711,-0.3391,9.803,-0.0045,0.0043,9.8066,-0.0729,-0.6498,0.0632,-14.19,-31.75,33.19,9.75,-85.07,-148.04,6.434666666666667,1.0,52.40246533333333,-1.5012736666666668
52.402466000000004,-1.50127475,144.08,,3.0,281.58,18 / 22,126127,2019-09-07 09:15:31:406,-4.2319,-0.9537,9.661,-0.0068,-0.0009,9.8066,-0.0146,-0.6388,0.0418,-12.75,-31.81,33.69,11.93,-85.03,-148.1,6.4315,1.0,52.402466000000004,-1.50127475
52.40246666666667,-1.5012758333333334,144.08,,3.0,281.58,18 / 22,126227,2019-09-07 09:15:31:506,-4.1282,-0.9822,10.0287,-0.0015,-0.0091,9.8066,-0.0018,-0.6649,0.0616,-11.81,-31.19,33.31,13.37,-84.97,-147.72,6.428333333333334,1.0,52.40246666666667,-1.5012758333333334
52.402467333333334,-1.5012769166666666,144.08,,3.0,281.58,18 / 22,126327,2019-09-07 09:15:31:606,-4.0415,-0.9945,9.9657,-0.0019,-0.0109,9.8066,-0.0738,-0.6248,0.0096,-10.69,-32.12,32.31,15.6,-84.94,-146.78,6.425166666666667,1.0,52.402467333333334,-1.5012769166666666
52.402468,-1.5012780000000001,144.08,,3.0,281.58,18 / 22,126427,2019-09-07 09:15:31:706,-4.482,0.1606,9.3366,-0.0144,0.0107,9.8066,-0.0885,-0.649,0.0557,-9.87,-32.12,32.69,18.02,-84.96,-146.64,6.422,1.0,52.402468,-1.5012780000000001
52.40246866666667,-1.5012790833333334,144.08,,3.0,281.58,18 / 22,126528,2019-09-07 09:15:31:807,-5.4546,-0.5177,9.987,-0.0053,0.0102,9.8066,0.0046,-0.5924,-0.0132,-8.44,-32.31,31.56,23.56,-84.98,-144.43,6.418833333333334,1.0,52.40246866666667,-1.5012790833333334
52.402469333333336,-1.5012801666666666,144.08,,3.0,281.58,18 / 22,126627,2019-09-07 09:15:31:906,-3.6523,-0.8125,9.2918,0.0152,-0.0058,9.8066,0.0081,-0.6069,0.0157,-7.31,-32.56,32.06,24.04,-85.13,-145.69,6.415666666666667,1.0,52.402469333333336,-1.5012801666666666
52.40247,-1.5012812500000001,144.08,,3.0,281.58,18 / 22,126727,2019-09-07 09:15:32:006,-3.1355,1.0066,10.0621,-0.011,-0.0356,9.8065,-0.1273,-0.6522,0.0136,-7.0,-32.62,31.5,22.78,-85.01,-146.9,6.4125,1.0,52.40247,-1.5012812500000001
52.402470666666666,-1.5012823333333334,144.08,,3.0,281.58,18 / 22,126827,2019-09-07 09:15:32:106,-4.6409,0.3786,9.9769,-0.0099,0.0168,9.8066,-0.0824,-0.6487,0.056,-5.37,-32.31,30.25,25.57,-85.01,-147.32,6.4093333333333335,1.0,52.402470666666666,-1.5012823333333334
52.40247133333334,-1.5012834166666666,144.08,,3.0,281.58,18 / 22,126927,2019-09-07 09:15:32:206,-4.3306,-0.5011,9.6751,-0.0003,-0.0004,9.8066,-0.048,-0.6093,0.0296,-4.69,-33.06,29.88,26.07,-84.92,-146.98,6.406166666666667,1.0,52.40247133333334,-1.5012834166666666
52.402472,-1.5012845000000001,144.08,,3.0,281.58,18 / 22,127027,2019-09-07 09:15:32:306,-3.5692,0.7532,9.4792,0.0092,0.0104,9.8066,-0.0617,-0.5562,0.0347,-4.56,-33.19,29.69,25.54,-84.86,-147.49,6.403,1.0,52.402472,-1.5012845000000001
52.40247266666667,-1.5012855833333334,144.08,,3.0,281.58,18 / 22,127128,2019-09-07 09:15:32:407,-4.5302,1.2857,10.1914,0.0033,0.0459,9.8065,0.1294,-0.5475,0.1257,-3.19,-32.94,29.0,29.71,-84.86,-147.37,6.3998333333333335,1.0,52.40247266666667,-1.5012855833333334
52.40247333333333,-1.5012866666666667,144.08,,3.0,281.58,18 / 21,127227,2019-09-07 09:15:32:506,-4.0105,0.2222,10.1945,0.0072,-0.0231,9.8065,0.072,-0.6242,0.1251,-2.0,-33.19,28.06,30.47,-84.73,-148.7,6.3966666666666665,1.0,52.40247333333333,-1.5012866666666667
52.402474000000005,-1.5012877500000001,144.08,,3.0,281.58,18 / 21,127328,2019-09-07 09:15:32:607,-3.5703,1.1328,10.1259,0.0104,-0.0188,9.8066,-0.0939,-0.6467,0.0953,-1.12,-33.31,27.19,31.91,-84.85,-149.4,6.3934999999999995,1.0,52.402474000000005,-1.5012877500000001
52.40247466666667,-1.5012888333333334,144.08,,3.0,281.58,18 / 21,127427,2019-09-07 09:15:32:706,-4.6354,-0.8961,9.9589,-0.0061,0.0039,9.8066,-0.0084,-0.6322,0.0736,-0.75,-33.12,26.81,31.62,-84.93,-149.6,6.390333333333333,1.0,52.40247466666667,-1.5012888333333334
52.402475333333335,-1.5012899166666667,144.08,,3.0,281.58,18 / 21,127527,2019-09-07 09:15:32:806,-4.6909,0.286,9.3309,0.0037,0.0018,9.8066,-0.0559,-0.6409,-0.0102,-0.62,-33.75,25.38,32.18,-84.97,-149.27,6.387166666666666,1.0,52.402475333333335,-1.5012899166666667
52.402476,-1.5012910000000002,144.08,,3.0,281.58,18 / 21,127627,2019-09-07 09:15:32:906,-4.2275,0.6818,9.6575,0.002,0.0026,9.8066,-0.0834,-0.6222,0.0003,0.44,-33.56,23.69,33.94,-85.04,-150.08,6.3839999999999995,1.0,52.402476,-1.5012910000000002
52.40247666666667,-1.5012920833333334,144.08,,3.0,281.58,18 / 21,127727,2019-09-07 09:15:33:006,-4.5621,0.6717,10.0038,0.0041,-0.0074,9.8066,-0.0551,-0.6164,0.0076,1.44,-33.94,23.63,36.22,-85.02,-150.44,6.380833333333333,1.0,52.40247666666667,-1.5012920833333334
52.40247733333334,-1.5012931666666667,144.08,,3.0,281.58,18 / 21,127827,2019-09-07 09:15:33:106,-4.8771,1.2975,9.7212,0.0164,0.0094,9.8065,-0.0464,-0.631,0.0339,1.81,-33.75,22.13,38.02,-85.17,-151.86,6.377666666666666,1.0,52.40247733333334,-1.5012931666666667
52.402478,-1.5012942500000002,144.08,,3.0,281.58,18 / 21,127927,2019-09-07 09:15:33:206,-3.8196,1.2975,9.4443,0.0175,0.0121,9.8066,-0.0513,-0.6052,0.0666,2.25,-33.75,21.69,35.82,-85.37,-153.64,6.374499999999999,1.0,52.402478,-1.5012942500000002
52.40247866666667,-1.5012953333333334,144.08,,3.0,281.58,18 / 21,128027,2019-09-07 09:15:33:306,-4.0864,1.2123,9.8269,0.0125,-0.0001,9.8066,-0.0131,-0.6197,0.0468,2.5,-33.81,20.13,39.78,-85.51,-153.67,6.371333333333333,1.0,52.40247866666667,-1.5012953333333334
52.40247933333334,-1.5012964166666667,144.08,,3.0,281.58,18 / 21,128128,2019-09-07 09:15:33:407,-4.1372,1.5412,10.3152,-0.0003,-0.0075,9.8066,-0.0772,-0.6275,0.0099,3.25,-33.75,18.19,40.28,-85.64,-154.52,6.368166666666666,1.0,52.40247933333334,-1.5012964166666667
52.402480000000004,-1.5012975,144.08,,3.0,281.58,19 / 22,128227,2019-09-07 09:15:33:506,-3.9672,1.5901,9.8091,0.0159,0.0098,9.8065,-0.0232,-0.6073,-0.0449,3.38,-34.06,17.94,39.46,-85.77,-155.1,6.365,1.0,52.402480000000004,-1.5012975
52.40248066666667,-1.5012985833333334,144.08,,3.0,281.58,19 / 22,128327,2019-09-07 09:15:33:606,-4.0286,1.003,9.0816,0.0164,-0.0037,9.8066,-0.0865,-0.6139,0.0223,3.44,-34.25,16.56,36.97,-85.93,-157.93,6.361833333333333,1.0,52.40248066666667,-1.5012985833333334
52.402481333333334,-1.5012996666666667,144.08,,3.0,281.58,19 / 22,128427,2019-09-07 09:15:33:706,-3.4235,2.4149,8.7565,0.0092,0.0155,9.8065,-0.0835,-0.4929,0.0191,4.25,-34.06,14.56,39.24,-85.9,-161.46,6.358666666666666,1.0,52.402481333333334,-1.5012996666666667
52.402482,-1.50130075,144.08,,3.0,281.58,19 / 22,128527,2019-09-07 09:15:33:806,-3.4177,0.8639,10.3749,0.0035,0.0273,9.8065,-0.0133,-0.584,0.1732,3.19,-34.06,13.69,37.18,-85.76,-161.09,6.3555,1.0,52.402482,-1.50130075
52.40248266666667,-1.5013018333333334,144.08,,3.0,281.58,19 / 22,128627,2019-09-07 09:15:33:906,-6.0021,1.695,10.3599,-0.0206,-0.045,9.8064,-0.0214,-0.7901,0.1365,3.38,-34.19,12.63,42.64,-85.68,-157.92,6.352333333333333,1.0,52.40248266666667,-1.5013018333333334
52.402483333333336,-1.5013029166666667,144.08,,3.0,281.58,19 / 22,128727,2019-09-07 09:15:34:006,-4.7644,2.1602,10.323,-0.0038,-0.0234,9.8066,-0.0043,-0.621,0.0625,3.13,-34.19,11.5,40.64,-85.53,-161.51,6.349166666666666,1.0,52.402483333333336,-1.5013029166666667
52.402484,-1.501304,144.08,,3.0,281.58,19 / 22,128827,2019-09-07 09:15:34:106,-3.428,3.2589,10.3871,-0.0217,0.0074,9.8065,0.0845,-0.6171,0.0953,2.75,-34.56,11.06,49.11,-85.56,-156.6,6.346,1.0,52.402484,-1.501304
52.402484666666666,-1.5013050833333335,144.08,,3.0,281.58,19 / 22,128927,2019-09-07 09:15:34:206,-2.0582,0.7207,9.6753,-0.0004,0.0412,9.8065,-0.0527,-0.6946,0.2398,2.69,-35.37,9.19,60.7,-85.49,-152.49,6.342833333333333,1.0,52.402484666666666,-1.5013050833333335
52.40248533333334,-1.5013061666666667,144.08,,3.0,281.58,19 / 22,129027,2019-09-07 09:15:34:306,-3.5,1.7806,9.9066,-0.0271,-0.0022,9.8066,-0.0668,-0.5908,0.1408,2.81,-35.19,8.25,67.51,-85.34,-151.06,6.339666666666666,1.0,52.40248533333334,-1.5013061666666667
52.402486,-1.50130725,144.08,,3.0,281.58,18 / 22,129127,2019-09-07 09:15:34:406,-2.1658,2.9099,9.6356,-0.0017,-0.01,9.8066,-0.0486,-0.6154,-0.0092,1.81,-35.12,7.38,68.93,-85.23,-149.06,6.3365,1.0,52.402486,-1.50130725
52.40248666666667,-1.5013083333333335,144.08,,3.0,281.58,18 / 22,129227,2019-09-07 09:15:34:506,-2.0838,3.3707,10.0173,0.0092,0.024,9.8066,-0.0989,-0.6234,0.0198,1.44,-35.5,5.75,66.86,-85.3,-148.42,6.333333333333333,1.0,52.40248666666667,-1.5013083333333335
52.40248733333333,-1.5013094166666667,144.08,,3.0,281.58,18 / 22,129327,2019-09-07 09:15:34:606,-3.7871,2.8318,9.9447,0.0024,0.0126,9.8066,-0.0874,-0.6069,-0.018,1.0,-36.37,5.19,79.13,-85.24,-147.5,6.330166666666666,1.0,52.40248733333333,-1.5013094166666667
52.402488000000005,-1.5013105,144.08,,3.0,281.58,18 / 22,129427,2019-09-07 09:15:34:706,-1.6427,2.803,9.8256,-0.0091,-0.004,9.8066,-0.0267,-0.5503,0.0196,0.06,-36.06,3.88,80.08,-85.23,-147.62,6.327,1.0,52.402488000000005,-1.5013105
52.40248866666667,-1.5013115833333335,144.08,,3.0,281.58,18 / 22,129527,2019-09-07 09:15:34:806,-1.3019,3.0883,9.842,-0.0166,0.0002,9.8066,0.0339,-0.5453,0.1065,0.13,-36.37,3.19,109.12,-85.11,-146.66,6.323833333333333,1.0,52.40248866666667,-1.5013115833333335
52.402489333333335,-1.5013126666666667,144.08,,3.0,281.58,18 / 22,129628,2019-09-07 09:15:34:907,2.9562,3.3279,9.8813,0.0031,0.0199,9.8066,0.0307,-0.6261,0.1453,-1.06,-37.06,2.06,162.77,-85.04,-145.52,6.320666666666666,1.0,52.402489333333335,-1.5013126666666667
52.40249,-1.50131375,144.08,,3.0,281.58,18 / 22,129727,2019-09-07 09:15:35:006,4.7002,-0.795,9.9025,0.0081,0.0042,9.8066,-0.0252,-0.5707,0.0548,-2.0,-37.25,1.88,222.37,-84.9,-144.49,6.3175,1.0,52.40249,-1.50131375
52.40249066666667,-1.5013148333333335,144.08,,3.0,281.58,18 / 22,129827,2019-09-07 09:15:35:106,4.7729,-0.5473,9.8944,0.0042,0.0115,9.8066,-0.0666,-0.6377,0.1044,-2.25,-37.69,1.06,215.34,-84.78,-144.97,6.314333333333333,1.0,52.40249066666667,-1.5013148333333335
52.40249133333334,-1.5013159166666667,144.08,,3.0,281.58,18 / 22,129927,2019-09-07 09:15:35:206,3.2407,-2.2943,10.0634,0.0109,0.0061,9.8066,-0.0885,-0.5648,0.0088,-3.25,-37.37,1.0,245.01,-84.71,-144.86,6.311166666666666,1.0,52.40249133333334,-1.5013159166666667
52.402492,-1.501317,144.08,,3.0,281.58,18 / 22,130027,2019-09-07 09:15:35:306,3.0536,-2.9607,9.592,-0.0103,-0.0104,9.8066,-0.035,-0.6024,-0.0013,-3.62,-36.75,0.31,250.92,-84.7,-144.96,6.308,1.0,52.402492,-1.501317
52.40249266666667,-1.5013180833333335,144.08,,3.0,281.58,20 / 23,130127,2019-09-07 09:15:35:406,2.447,-3.5777,9.4773,-0.0049,-0.013,9.8066,-0.0401,-0.5711,0.0461,-4.87,-36.37,0.25,264.41,-84.81,-144.98,6.304833333333333,1.0,52.40249266666667,-1.5013180833333335
52.40249333333334,-1.5013191666666668,144.08,,3.0,281.58,20 / 23,130227,2019-09-07 09:15:35:506,3.2781,-3.613,10.2106,0.0033,-0.0172,9.8066,-0.0471,-0.6121,0.0247,-5.37,-36.56,-2.06,249.89,-84.85,-142.84,6.301666666666667,1.0,52.40249333333334,-1.5013191666666668
52.402494000000004,-1.50132025,144.08,,3.0,281.58,20 / 23,130327,2019-09-07 09:15:35:606,2.3659,-3.5443,9.8555,-0.0185,-0.0011,9.8065,-0.0076,-0.5971,0.0391,-6.25,-35.25,-2.19,260.07,-84.94,-142.71,6.2985,1.0,52.402494000000004,-1.50132025
52.40249466666667,-1.5013213333333333,144.08,,3.0,281.58,20 / 23,130427,2019-09-07 09:15:35:706,2.2921,-3.5781,9.9425,-0.0051,-0.0067,9.8066,-0.0277,-0.5634,0.0437,-6.87,-36.0,-2.06,265.94,-85.08,-143.02,6.295333333333333,1.0,52.40249466666667,-1.5013213333333333
52.402495333333334,-1.5013224166666668,144.08,,3.0,281.58,20 / 23,130527,2019-09-07 09:15:35:806,1.8753,-2.6429,9.5202,0.01,0.0115,9.8066,-0.132,-0.6182,0.0931,-7.81,-34.75,-3.25,265.17,-85.11,-143.87,6.292166666666667,1.0,52.402495333333334,-1.5013224166666668
52.402496000000006,-1.5013235,144.08,,3.0,281.58,20 / 23,130628,2019-09-07 09:15:35:907,1.7883,-3.9493,9.9325,0.0116,0.0055,9.8066,-0.095,-0.5695,0.0385,-8.69,-34.44,-3.37,270.8,-85.15,-143.07,6.289,1.0,52.402496000000006,-1.5013235
52.40249666666667,-1.5013245833333333,144.08,,3.0,281.58,20 / 23,130727,2019-09-07 09:15:36:006,1.5331,-3.4713,10.1266,-0.0047,-0.0027,9.8066,-0.0354,-0.5459,0.0141,-10.12,-35.19,-3.81,269.84,-85.24,-142.64,6.285833333333333,1.0,52.40249666666667,-1.5013245833333333
52.402497333333336,-1.5013256666666668,144.08,,3.0,281.58,20 / 23,130827,2019-09-07 09:15:36:106,2.3641,-3.5427,9.9214,-0.014,-0.0089,9.8065,-0.0212,-0.6463,0.0898,-10.19,-35.06,-5.62,262.9,-85.34,-142.12,6.282666666666667,1.0,52.402497333333336,-1.5013256666666668
52.402498,-1.50132675,144.08,,3.0,281.58,20 / 23,130927,2019-09-07 09:15:36:206,2.4172,-3.4202,9.2781,0.0025,0.0015,9.8066,-0.0582,-0.626,0.0784,-12.12,-34.62,-5.94,268.87,-85.32,-142.25,6.2795,1.0,52.402498,-1.50132675
52.40249866666667,-1.5013278333333333,144.08,,3.0,281.58,20 / 23,131027,2019-09-07 09:15:36:306,2.1486,-3.1823,8.9347,0.0097,0.0093,9.8066,0.0091,-0.5749,0.0068,-13.12,-35.56,-5.62,271.48,-85.33,-141.9,6.276333333333333,1.0,52.40249866666667,-1.5013278333333333
52.40249933333334,-1.5013289166666668,144.08,,3.0,281.58,20 / 23,131127,2019-09-07 09:15:36:406,1.8764,-4.3192,9.516,-0.0138,-0.0008,9.8065,-0.1545,-0.5389,0.0102,-13.75,-35.06,-5.81,273.8,-85.56,-142.73,6.273166666666667,1.0,52.40249933333334,-1.5013289166666668
52.4025,-1.50133,145.25,6.27,3.0,346.7,18 / 21,131227,2019-09-07 09:15:36:506,1.2364,-3.5866,10.1006,-0.0059,-0.0098,9.8066,-0.1453,-0.5425,0.0216,-14.12,-34.69,-5.69,274.74,-85.75,-142.24,6.27,1.0,52.4025,-1.50133
52.402499222222225,-1.5013289111111112,145.25,,3.0,346.7,18 / 21,131327,2019-09-07 09:15:36:606,1.7729,-3.9052,10.1756,-0.0125,0.005,9.8066,-0.0834,-0.5156,-0.0385,-15.81,-34.19,-6.0,280.39,-85.97,-141.11,6.2716666666666665,1.0,52.402499222222225,-1.5013289111111112
52.40249844444445,-1.5013278222222222,145.25,,3.0,346.7,18 / 21,131427,2019-09-07 09:15:36:706,1.4223,-4.0868,10.0034,0.0096,-0.0111,9.8066,0.0132,-0.5123,0.0008,-16.56,-34.06,-6.44,282.29,-86.22,-141.26,6.2733333333333325,1.0,52.40249844444445,-1.5013278222222222
52.40249766666667,-1.5013267333333333,145.25,,3.0,346.7,18 / 21,131528,2019-09-07 09:15:36:807,0.9397,-3.0333,9.7391,-0.0044,-0.0046,9.8066,-0.0732,-0.5589,0.0763,-17.56,-34.56,-6.62,282.74,-86.19,-139.23,6.2749999999999995,1.0,52.40249766666667,-1.5013267333333333
52.40249688888889,-1.5013256444444445,145.25,,3.0,346.7,18 / 21,131627,2019-09-07 09:15:36:906,0.9919,-3.5012,10.0524,0.0259,0.0006,9.8066,-0.0674,-0.5318,0.0623,-19.06,-34.56,-6.56,283.81,-86.06,-139.29,6.276666666666666,1.0,52.40249688888889,-1.5013256444444445
52.40249611111111,-1.5013245555555557,145.25,,3.0,346.7,18 / 21,131727,2019-09-07 09:15:37:006,0.5966,-3.3797,10.4032,-0.0049,-0.0084,9.8066,0.0365,-0.51,0.0106,-19.87,-34.31,-5.75,287.5,-86.04,-139.59,6.278333333333333,1.0,52.40249611111111,-1.5013245555555557
52.402495333333334,-1.5013234666666666,145.25,,3.0,346.7,18 / 21,131827,2019-09-07 09:15:37:106,1.3432,-3.5484,9.8031,-0.0049,-0.0058,9.8066,-0.0085,-0.6447,0.094,-21.12,-34.81,-5.62,288.7,-86.0,-139.22,6.279999999999999,1.0,52.402495333333334,-1.5013234666666666
52.402494555555556,-1.5013223777777778,145.25,,3.0,346.7,18 / 21,131927,2019-09-07 09:15:37:206,0.2603,-2.9606,9.6067,-0.0079,-0.0037,9.8066,-0.0022,-0.586,0.0438,-21.81,-33.94,-5.06,293.86,-85.93,-137.65,6.281666666666666,1.0,52.402494555555556,-1.5013223777777778
